,0
24004,182.0
24005,205.0
24006,107.0
24007,627.0
24008,445.0
24009,303.0
24010,264.0
24011,320.0
24012,36.0
24013,933.0
24014,44.0
24015,940.0
24016,723.0
24017,30.0
24018,509.0
24019,505.0
24020,491.0
24021,111.0
24022,954.0
24023,593.0
24024,103.0
24025,203.0
24026,2.0
24027,489.0
24028,234.0
24029,933.0
24030,686.0
24031,855.0
24032,450.0
24033,536.0
24034,601.0
24035,523.0
24036,187.0
24037,493.0
24038,195.0
24039,252.0
24040,829.0
24041,205.0
24042,121.0
24043,238.0
24044,794.0
24045,280.0
24046,729.0
24047,858.0
24048,88.0
24049,741.0
24050,409.0
24051,59.0
24052,512.0
24053,504.0
24054,420.0
24055,646.0
24056,791.0
24057,41.0
24058,277.0
24059,880.0
24060,454.0
24061,67.0
24062,512.0
24063,624.0
24064,755.0
24065,83.0
24066,397.0
24067,638.0
24068,637.0
24069,17.0
24070,672.0
24071,837.0
24072,413.0
24073,697.0
24074,666.0
24075,754.0
24076,390.0
24077,978.0
24078,928.0
24079,322.0
24080,996.0
24081,677.0
24082,928.0
24083,545.0
24084,540.0
24085,570.0
24086,410.0
24087,394.0
24088,537.0
24089,309.0
24090,530.0
24091,39.0
24092,517.0
24093,252.0
24094,718.0
24095,651.0
24096,846.0
24097,262.0
24098,493.0
24099,991.0
24100,698.0
24101,468.0
24102,142.0
24103,559.0
24104,47.0
24105,665.0
24106,923.0
24107,488.0
24108,239.0
24109,150.0
24110,7.0
24111,315.0
24112,5.0
24113,716.0
24114,523.0
24115,723.0
24116,886.0
24117,925.0
24118,876.0
24119,421.0
24120,469.0
24121,886.0
24122,127.0
24123,564.0
24124,299.0
24125,415.0
24126,14.0
24127,419.0
24128,81.0
24129,344.0
24130,101.0
24131,993.0
24132,836.0
24133,841.0
24134,140.0
24135,945.0
24136,957.0
24137,514.0
24138,436.0
24139,271.0
24140,864.0
24141,454.0
24142,814.0
24143,215.0
24144,350.0
24145,209.0
24146,787.0
24147,552.0
24148,628.0
24149,476.0
24150,965.0
24151,384.0
24152,299.0
24153,948.0
24154,369.0
24155,412.0
24156,482.0
24157,456.0
24158,208.0
24159,990.0
24160,529.0
24161,565.0
24162,834.0
24163,395.0
24164,695.0
24165,762.0
24166,366.0
24167,25.0
24168,961.0
24169,693.0
24170,554.0
24171,260.0
24172,93.0
24173,63.0
24174,797.0
24175,968.0
24176,796.0
24177,522.0
24178,970.0
24179,537.0
24180,963.0
24181,367.0
24182,757.0
24183,614.0
24184,382.0
24185,262.0
24186,530.0
24187,676.0
24188,506.0
24189,453.0
24190,300.0
24191,609.0
24192,595.0
24193,256.0
24194,752.0
24195,182.0
24196,212.0
24197,239.0
24198,893.0
24199,351.0
24200,464.0
24201,144.0
24202,168.0
24203,955.0
24204,425.0
24205,4.0
24206,935.0
24207,566.0
24208,319.0
24209,74.0
24210,422.0
24211,162.0
24212,761.0
24213,831.0
24214,773.0
24215,561.0
24216,866.0
24217,515.0
24218,160.0
24219,973.0
24220,41.0
24221,844.0
24222,943.0
24223,560.0
24224,7.0
24225,825.0
24226,645.0
24227,515.0
24228,538.0
24229,233.0
24230,869.0
24231,715.0
24232,262.0
24233,944.0
24234,773.0
24235,61.0
24236,205.0
24237,482.0
24238,872.0
24239,127.0
24240,699.0
24241,613.0
24242,378.0
24243,360.0
24244,131.0
24245,371.0
24246,320.0
24247,560.0
24248,619.0
24249,302.0
24250,275.0
24251,251.0
24252,706.0
24253,998.0
24254,56.0
24255,967.0
24256,239.0
24257,876.0
24258,265.0
24259,921.0
24260,170.0
24261,944.0
24262,67.0
24263,98.0
24264,85.0
24265,227.0
24266,869.0
24267,491.0
24268,516.0
24269,113.0
24270,634.0
24271,695.0
24272,922.0
24273,931.0
24274,816.0
24275,808.0
24276,4.0
24277,459.0
24278,799.0
24279,463.0
24280,903.0
24281,554.0
24282,392.0
24283,16.0
24284,287.0
24285,427.0
24286,505.0
24287,566.0
24288,179.0
24289,312.0
24290,695.0
24291,529.0
24292,270.0
24293,971.0
24294,507.0
24295,658.0
24296,401.0
24297,402.0
24298,862.0
24299,352.0
24300,350.0
24301,114.0
24302,263.0
24303,659.0
24304,435.0
24305,464.0
24306,16.0
24307,878.0
24308,323.0
24309,65.0
24310,899.0
24311,218.0
24312,887.0
24313,429.0
24314,831.0
24315,888.0
24316,717.0
24317,435.0
24318,660.0
24319,867.0
24320,233.0
24321,168.0
24322,868.0
24323,954.0
24324,367.0
24325,274.0
24326,13.0
24327,283.0
24328,941.0
24329,975.0
24330,592.0
24331,152.0
24332,835.0
24333,625.0
24334,681.0
24335,372.0
24336,551.0
24337,317.0
24338,823.0
24339,14.0
24340,573.0
24341,463.0
24342,0.0
24343,222.0
24344,224.0
24345,868.0
24346,666.0
24347,328.0
24348,662.0
24349,416.0
24350,186.0
24351,902.0
24352,843.0
24353,535.0
24354,426.0
24355,884.0
24356,243.0
24357,906.0
24358,720.0
24359,587.0
24360,571.0
24361,861.0
24362,361.0
24363,705.0
24364,810.0
24365,880.0
24366,899.0
24367,809.0
24368,310.0
24369,206.0
24370,861.0
24371,667.0
24372,175.0
24373,147.0
24374,197.0
24375,394.0
24376,505.0
24377,920.0
24378,670.0
24379,76.0
24380,107.0
24381,552.0
24382,790.0
24383,565.0
24384,669.0
24385,348.0
24386,298.0
24387,176.0
24388,433.0
24389,766.0
24390,592.0
24391,982.0
24392,843.0
24393,740.0
24394,29.0
24395,835.0
24396,783.0
24397,722.0
24398,66.0
24399,859.0
24400,192.0
24401,752.0
24402,115.0
24403,767.0
24404,517.0
24405,461.0
24406,320.0
24407,45.0
24408,982.0
24409,896.0
24410,85.0
24411,418.0
24412,754.0
24413,617.0
24414,619.0
24415,4.0
24416,400.0
24417,864.0
24418,735.0
24419,3.0
24420,404.0
24421,544.0
24422,299.0
24423,864.0
24424,573.0
24425,421.0
24426,69.0
24427,936.0
24428,463.0
24429,139.0
24430,477.0
24431,301.0
24432,742.0
24433,101.0
24434,75.0
24435,353.0
24436,627.0
24437,329.0
24438,680.0
24439,622.0
24440,485.0
24441,514.0
24442,18.0
24443,390.0
24444,847.0
24445,639.0
24446,36.0
24447,220.0
24448,863.0
24449,591.0
24450,484.0
24451,41.0
24452,145.0
24453,698.0
24454,25.0
24455,395.0
24456,952.0
24457,332.0
24458,375.0
24459,594.0
24460,926.0
24461,150.0
24462,887.0
24463,881.0
24464,327.0
24465,824.0
24466,64.0
24467,443.0
24468,840.0
24469,977.0
24470,461.0
24471,747.0
24472,636.0
24473,234.0
24474,274.0
24475,494.0
24476,997.0
24477,894.0
24478,948.0
24479,849.0
24480,5.0
24481,133.0
24482,930.0
24483,442.0
24484,888.0
24485,596.0
24486,90.0
24487,860.0
24488,629.0
24489,143.0
24490,370.0
24491,954.0
24492,202.0
24493,920.0
24494,478.0
24495,694.0
24496,249.0
24497,375.0
24498,20.0
24499,259.0
24500,894.0
24501,726.0
24502,673.0
24503,566.0
24504,816.0
24505,878.0
24506,329.0
24507,172.0
24508,607.0
24509,84.0
24510,314.0
24511,707.0
24512,149.0
24513,323.0
24514,221.0
24515,656.0
24516,554.0
24517,546.0
24518,768.0
24519,214.0
24520,91.0
24521,232.0
24522,330.0
24523,804.0
24524,817.0
24525,482.0
24526,923.0
24527,927.0
24528,911.0
24529,60.0
24530,541.0
24531,575.0
24532,256.0
24533,606.0
24534,38.0
24535,755.0
24536,408.0
24537,124.0
24538,355.0
24539,266.0
24540,969.0
24541,275.0
24542,168.0
24543,234.0
24544,282.0
24545,466.0
24546,811.0
24547,406.0
24548,31.0
24549,249.0
24550,837.0
24551,733.0
24552,284.0
24553,173.0
24554,410.0
24555,14.0
24556,894.0
24557,294.0
24558,954.0
24559,522.0
24560,768.0
24561,978.0
24562,775.0
24563,224.0
24564,969.0
24565,479.0
24566,782.0
24567,847.0
24568,800.0
24569,237.0
24570,956.0
24571,740.0
24572,565.0
24573,128.0
24574,854.0
24575,3.0
24576,199.0
24577,717.0
24578,202.0
24579,480.0
24580,387.0
24581,130.0
24582,668.0
24583,43.0
24584,697.0
24585,906.0
24586,253.0
24587,271.0
24588,523.0
24589,643.0
24590,32.0
24591,506.0
24592,569.0
24593,575.0
24594,56.0
24595,174.0
24596,292.0
24597,356.0
24598,896.0
24599,853.0
24600,468.0
24601,343.0
24602,485.0
24603,730.0
24604,790.0
24605,580.0
24606,593.0
24607,746.0
24608,978.0
24609,110.0
24610,694.0
24611,593.0
24612,488.0
24613,196.0
24614,805.0
24615,651.0
24616,185.0
24617,694.0
24618,954.0
24619,893.0
24620,612.0
24621,217.0
24622,682.0
24623,543.0
24624,903.0
24625,594.0
24626,329.0
24627,8.0
24628,208.0
24629,366.0
24630,913.0
24631,936.0
24632,199.0
24633,883.0
24634,286.0
24635,953.0
24636,816.0
24637,155.0
24638,73.0
24639,121.0
24640,703.0
24641,172.0
24642,194.0
24643,620.0
24644,20.0
24645,203.0
24646,272.0
24647,633.0
24648,719.0
24649,757.0
24650,833.0
24651,976.0
24652,193.0
24653,306.0
24654,921.0
24655,395.0
24656,468.0
24657,77.0
24658,171.0
24659,93.0
24660,47.0
24661,407.0
24662,37.0
24663,791.0
24664,949.0
24665,715.0
24666,97.0
24667,588.0
24668,665.0
24669,268.0
24670,521.0
24671,833.0
24672,671.0
24673,215.0
24674,710.0
24675,328.0
24676,440.0
24677,798.0
24678,973.0
24679,650.0
24680,328.0
24681,639.0
24682,707.0
24683,853.0
24684,348.0
24685,318.0
24686,996.0
24687,89.0
24688,637.0
24689,546.0
24690,419.0
24691,724.0
24692,212.0
24693,167.0
24694,196.0
24695,818.0
24696,701.0
24697,137.0
24698,121.0
24699,192.0
24700,990.0
24701,397.0
24702,212.0
24703,262.0
24704,687.0
24705,440.0
24706,89.0
24707,963.0
24708,36.0
24709,245.0
24710,846.0
24711,40.0
24712,27.0
24713,869.0
24714,777.0
24715,782.0
24716,181.0
24717,259.0
24718,276.0
24719,677.0
24720,48.0
24721,399.0
24722,300.0
24723,282.0
24724,973.0
24725,896.0
24726,751.0
24727,965.0
24728,850.0
24729,185.0
24730,376.0
24731,891.0
24732,418.0
24733,422.0
24734,297.0
24735,337.0
24736,308.0
24737,148.0
24738,849.0
24739,488.0
24740,152.0
24741,218.0
24742,473.0
24743,680.0
24744,463.0
24745,968.0
24746,348.0
24747,794.0
24748,383.0
24749,902.0
24750,55.0
24751,571.0
24752,185.0
24753,739.0
24754,754.0
24755,17.0
24756,469.0
24757,484.0
24758,899.0
24759,956.0
24760,60.0
24761,256.0
24762,139.0
24763,65.0
24764,991.0
24765,973.0
24766,77.0
24767,668.0
24768,807.0
24769,525.0
24770,88.0
24771,535.0
24772,602.0
24773,483.0
24774,543.0
24775,420.0
24776,211.0
24777,904.0
24778,950.0
24779,913.0
24780,232.0
24781,776.0
24782,239.0
24783,514.0
24784,61.0
24785,712.0
24786,47.0
24787,393.0
24788,550.0
24789,909.0
24790,160.0
24791,56.0
24792,186.0
24793,359.0
24794,270.0
24795,844.0
24796,399.0
24797,609.0
24798,787.0
24799,740.0
24800,126.0
24801,877.0
24802,629.0
24803,68.0
24804,39.0
24805,237.0
24806,609.0
24807,130.0
24808,618.0
24809,496.0
24810,501.0
24811,67.0
24812,93.0
24813,94.0
24814,930.0
24815,707.0
24816,221.0
24817,638.0
24818,187.0
24819,435.0
24820,850.0
24821,333.0
24822,653.0
24823,544.0
24824,63.0
24825,301.0
24826,204.0
24827,484.0
24828,907.0
24829,697.0
24830,231.0
24831,655.0
24832,302.0
24833,555.0
24834,679.0
24835,378.0
24836,608.0
24837,748.0
24838,543.0
24839,79.0
24840,710.0
24841,362.0
24842,94.0
24843,21.0
24844,942.0
24845,327.0
24846,887.0
24847,3.0
24848,191.0
24849,221.0
24850,817.0
24851,193.0
24852,905.0
24853,414.0
24854,816.0
24855,414.0
24856,274.0
24857,13.0
24858,247.0
24859,718.0
24860,294.0
24861,550.0
24862,647.0
24863,150.0
24864,539.0
24865,606.0
24866,451.0
24867,983.0
24868,316.0
24869,175.0
24870,822.0
24871,701.0
24872,783.0
24873,546.0
24874,835.0
24875,733.0
24876,477.0
24877,420.0
24878,699.0
24879,254.0
24880,424.0
24881,777.0
24882,499.0
24883,850.0
24884,936.0
24885,417.0
24886,277.0
24887,980.0
24888,14.0
24889,352.0
24890,850.0
24891,211.0
24892,6.0
24893,439.0
24894,310.0
24895,902.0
24896,379.0
24897,213.0
24898,788.0
24899,714.0
24900,245.0
24901,82.0
24902,769.0
24903,562.0
24904,979.0
24905,753.0
24906,342.0
24907,732.0
24908,47.0
24909,694.0
24910,140.0
24911,411.0
24912,129.0
24913,92.0
24914,347.0
24915,931.0
24916,178.0
24917,180.0
24918,76.0
24919,990.0
24920,996.0
24921,540.0
24922,240.0
24923,657.0
24924,761.0
24925,442.0
24926,30.0
24927,672.0
24928,317.0
24929,110.0
24930,642.0
24931,945.0
24932,992.0
24933,631.0
24934,469.0
24935,212.0
24936,611.0
24937,412.0
24938,932.0
24939,960.0
24940,418.0
24941,68.0
24942,212.0
24943,671.0
24944,989.0
24945,211.0
24946,730.0
24947,734.0
24948,147.0
24949,388.0
24950,735.0
24951,233.0
24952,838.0
24953,777.0
24954,293.0
24955,694.0
24956,983.0
24957,977.0
24958,175.0
24959,167.0
24960,0.0
24961,675.0
24962,262.0
24963,708.0
24964,54.0
24965,911.0
24966,496.0
24967,147.0
24968,455.0
24969,320.0
24970,963.0
24971,141.0
24972,6.0
24973,159.0
24974,721.0
24975,812.0
24976,541.0
24977,464.0
24978,591.0
24979,430.0
24980,49.0
24981,304.0
24982,816.0
24983,939.0
24984,943.0
24985,519.0
24986,738.0
24987,852.0
24988,225.0
24989,907.0
24990,886.0
24991,147.0
24992,453.0
24993,319.0
24994,425.0
24995,508.0
24996,864.0
24997,89.0
24998,769.0
24999,108.0
25000,715.0
25001,686.0
25002,521.0
25003,380.0
25004,663.0
25005,229.0
25006,340.0
25007,561.0
25008,310.0
25009,105.0
25010,71.0
25011,749.0
25012,730.0
25013,434.0
25014,629.0
25015,818.0
25016,983.0
25017,860.0
25018,974.0
25019,778.0
25020,372.0
25021,353.0
25022,47.0
25023,591.0
25024,127.0
25025,42.0
25026,622.0
25027,996.0
25028,569.0
25029,763.0
25030,470.0
25031,988.0
25032,750.0
25033,329.0
25034,791.0
25035,108.0
25036,856.0
25037,971.0
25038,461.0
25039,533.0
25040,617.0
25041,147.0
25042,7.0
25043,961.0
25044,417.0
25045,934.0
25046,701.0
25047,869.0
25048,602.0
25049,258.0
25050,193.0
25051,643.0
25052,43.0
25053,973.0
25054,748.0
25055,137.0
25056,599.0
25057,281.0
25058,715.0
25059,964.0
25060,348.0
25061,750.0
25062,270.0
25063,372.0
25064,942.0
25065,856.0
25066,903.0
25067,275.0
25068,287.0
25069,879.0
25070,565.0
25071,901.0
25072,143.0
25073,671.0
25074,699.0
25075,725.0
25076,557.0
25077,481.0
25078,55.0
25079,20.0
25080,753.0
25081,748.0
25082,623.0
25083,170.0
25084,368.0
25085,191.0
25086,139.0
25087,2.0
25088,857.0
25089,224.0
25090,845.0
25091,519.0
25092,210.0
25093,851.0
25094,311.0
25095,473.0
25096,902.0
25097,374.0
25098,534.0
25099,895.0
25100,754.0
25101,591.0
25102,11.0
25103,249.0
25104,223.0
25105,941.0
25106,372.0
25107,717.0
25108,973.0
25109,630.0
25110,375.0
25111,248.0
25112,897.0
25113,353.0
25114,981.0
25115,596.0
25116,463.0
25117,736.0
25118,86.0
25119,974.0
25120,887.0
25121,639.0
25122,700.0
25123,765.0
25124,542.0
25125,719.0
25126,848.0
25127,234.0
25128,669.0
25129,285.0
25130,669.0
25131,209.0
25132,147.0
25133,714.0
25134,276.0
25135,419.0
25136,53.0
25137,445.0
25138,173.0
25139,221.0
25140,979.0
25141,325.0
25142,900.0
25143,254.0
25144,138.0
25145,248.0
25146,238.0
25147,137.0
25148,415.0
25149,967.0
25150,93.0
25151,308.0
25152,655.0
25153,485.0
25154,807.0
25155,355.0
25156,682.0
25157,293.0
25158,115.0
25159,917.0
25160,243.0
25161,945.0
25162,92.0
25163,316.0
25164,489.0
25165,232.0
25166,939.0
25167,120.0
25168,709.0
25169,38.0
25170,759.0
25171,61.0
25172,920.0
25173,283.0
25174,177.0
25175,289.0
25176,76.0
25177,45.0
25178,950.0
25179,552.0
25180,860.0
25181,195.0
25182,322.0
25183,8.0
25184,952.0
25185,895.0
25186,822.0
25187,331.0
25188,230.0
25189,174.0
25190,493.0
25191,327.0
25192,194.0
25193,578.0
25194,308.0
25195,973.0
25196,684.0
25197,664.0
25198,154.0
25199,604.0
25200,134.0
25201,486.0
25202,548.0
25203,867.0
25204,315.0
25205,316.0
25206,17.0
25207,314.0
25208,286.0
25209,780.0
25210,860.0
25211,700.0
25212,143.0
25213,720.0
25214,526.0
25215,50.0
25216,438.0
25217,28.0
25218,422.0
25219,618.0
25220,464.0
25221,169.0
25222,235.0
25223,568.0
25224,356.0
25225,383.0
25226,100.0
25227,754.0
25228,326.0
25229,35.0
25230,64.0
25231,787.0
25232,924.0
25233,678.0
25234,445.0
25235,479.0
25236,721.0
25237,555.0
25238,284.0
25239,947.0
25240,822.0
25241,73.0
25242,946.0
25243,600.0
25244,913.0
25245,233.0
25246,95.0
25247,146.0
25248,12.0
25249,478.0
25250,918.0
25251,526.0
25252,80.0
25253,791.0
25254,925.0
25255,170.0
25256,925.0
25257,769.0
25258,22.0
25259,906.0
25260,878.0
25261,615.0
25262,549.0
25263,625.0
25264,273.0
25265,155.0
25266,718.0
25267,208.0
25268,766.0
25269,246.0
25270,236.0
25271,427.0
25272,935.0
25273,17.0
25274,904.0
25275,870.0
25276,551.0
25277,215.0
25278,672.0
25279,431.0
25280,634.0
25281,749.0
25282,360.0
25283,193.0
25284,979.0
25285,604.0
25286,716.0
25287,811.0
25288,504.0
25289,933.0
25290,383.0
25291,836.0
25292,320.0
25293,671.0
25294,834.0
25295,170.0
25296,215.0
25297,842.0
25298,51.0
25299,158.0
25300,234.0
25301,955.0
25302,631.0
25303,806.0
25304,678.0
25305,911.0
25306,720.0
25307,747.0
25308,824.0
25309,896.0
25310,7.0
25311,77.0
25312,812.0
25313,23.0
25314,786.0
25315,362.0
25316,334.0
25317,303.0
25318,968.0
25319,677.0
25320,236.0
25321,587.0
25322,846.0
25323,928.0
25324,157.0
25325,46.0
25326,401.0
25327,411.0
25328,65.0
25329,253.0
25330,220.0
25331,152.0
25332,458.0
25333,557.0
25334,190.0
25335,642.0
25336,102.0
25337,211.0
25338,414.0
25339,903.0
25340,848.0
25341,942.0
25342,269.0
25343,773.0
25344,952.0
25345,588.0
25346,19.0
25347,195.0
25348,688.0
25349,208.0
25350,352.0
25351,388.0
25352,797.0
25353,532.0
25354,592.0
25355,179.0
25356,248.0
25357,782.0
25358,920.0
25359,56.0
25360,434.0
25361,502.0
25362,193.0
25363,942.0
25364,587.0
25365,757.0
25366,752.0
25367,921.0
25368,324.0
25369,434.0
25370,521.0
25371,859.0
25372,719.0
25373,656.0
25374,516.0
25375,443.0
25376,484.0
25377,82.0
25378,783.0
25379,678.0
25380,89.0
25381,513.0
25382,183.0
25383,808.0
25384,998.0
25385,824.0
25386,682.0
25387,886.0
25388,551.0
25389,770.0
25390,551.0
25391,620.0
25392,470.0
25393,63.0
25394,448.0
25395,123.0
25396,401.0
25397,874.0
25398,208.0
25399,19.0
25400,305.0
25401,465.0
25402,21.0
25403,876.0
25404,25.0
25405,914.0
25406,972.0
25407,39.0
25408,389.0
25409,363.0
25410,17.0
25411,957.0
25412,100.0
25413,591.0
25414,984.0
25415,138.0
25416,772.0
25417,505.0
25418,264.0
25419,646.0
25420,899.0
25421,854.0
25422,773.0
25423,190.0
25424,394.0
25425,291.0
25426,720.0
25427,122.0
25428,162.0
25429,819.0
25430,796.0
25431,645.0
25432,834.0
25433,956.0
25434,189.0
25435,867.0
25436,91.0
25437,851.0
25438,51.0
25439,545.0
25440,659.0
25441,926.0
25442,276.0
25443,859.0
25444,966.0
25445,719.0
25446,255.0
25447,219.0
25448,481.0
25449,736.0
25450,464.0
25451,659.0
25452,414.0
25453,734.0
25454,943.0
25455,347.0
25456,602.0
25457,729.0
25458,281.0
25459,918.0
25460,371.0
25461,570.0
25462,639.0
25463,641.0
25464,298.0
25465,370.0
25466,647.0
25467,72.0
25468,277.0
25469,713.0
25470,196.0
25471,754.0
25472,783.0
25473,753.0
25474,139.0
25475,826.0
25476,777.0
25477,178.0
25478,796.0
25479,759.0
25480,643.0
25481,526.0
25482,70.0
25483,981.0
25484,357.0
25485,884.0
25486,31.0
25487,52.0
25488,856.0
25489,173.0
25490,859.0
25491,94.0
25492,887.0
25493,996.0
25494,633.0
25495,545.0
25496,112.0
25497,963.0
25498,539.0
25499,996.0
25500,800.0
25501,970.0
25502,202.0
25503,986.0
25504,312.0
25505,352.0
25506,797.0
25507,782.0
25508,723.0
25509,79.0
25510,674.0
25511,745.0
25512,356.0
25513,243.0
25514,868.0
25515,773.0
25516,235.0
25517,37.0
25518,187.0
25519,504.0
25520,640.0
25521,598.0
25522,988.0
25523,15.0
25524,63.0
25525,158.0
25526,468.0
25527,493.0
25528,808.0
25529,798.0
25530,585.0
25531,278.0
25532,206.0
25533,992.0
25534,503.0
25535,851.0
25536,416.0
25537,236.0
25538,481.0
25539,954.0
25540,59.0
25541,652.0
25542,585.0
25543,862.0
25544,853.0
25545,758.0
25546,360.0
25547,174.0
25548,328.0
25549,29.0
25550,899.0
25551,684.0
25552,627.0
25553,783.0
25554,451.0
25555,189.0
25556,221.0
25557,925.0
25558,385.0
25559,364.0
25560,246.0
25561,992.0
25562,725.0
25563,126.0
25564,306.0
25565,724.0
25566,974.0
25567,693.0
25568,692.0
25569,327.0
25570,181.0
25571,660.0
25572,725.0
25573,921.0
25574,770.0
25575,726.0
25576,865.0
25577,571.0
25578,825.0
25579,17.0
25580,241.0
25581,740.0
25582,941.0
25583,321.0
25584,890.0
25585,323.0
25586,244.0
25587,444.0
25588,823.0
25589,636.0
25590,586.0
25591,246.0
25592,415.0
25593,459.0
25594,16.0
25595,612.0
25596,439.0
25597,77.0
25598,768.0
25599,319.0
25600,185.0
25601,91.0
25602,538.0
25603,822.0
25604,726.0
25605,474.0
25606,94.0
25607,95.0
25608,39.0
25609,999.0
25610,95.0
25611,985.0
25612,718.0
25613,92.0
25614,799.0
25615,364.0
25616,148.0
25617,291.0
25618,589.0
25619,317.0
25620,831.0
25621,331.0
25622,350.0
25623,533.0
25624,125.0
25625,614.0
25626,353.0
25627,505.0
25628,266.0
25629,484.0
25630,149.0
25631,860.0
25632,804.0
25633,642.0
25634,178.0
25635,390.0
25636,67.0
25637,399.0
25638,995.0
25639,559.0
25640,909.0
25641,916.0
25642,730.0
25643,72.0
25644,555.0
25645,233.0
25646,554.0
25647,129.0
25648,395.0
25649,766.0
25650,343.0
25651,894.0
25652,243.0
25653,963.0
25654,485.0
25655,732.0
25656,442.0
25657,46.0
25658,580.0
25659,731.0
25660,448.0
25661,661.0
25662,470.0
25663,297.0
25664,703.0
25665,644.0
25666,792.0
25667,756.0
25668,123.0
25669,519.0
25670,865.0
25671,137.0
25672,941.0
25673,654.0
25674,578.0
25675,713.0
25676,128.0
25677,548.0
25678,506.0
25679,111.0
25680,522.0
25681,383.0
25682,113.0
25683,438.0
25684,886.0
25685,972.0
25686,527.0
25687,53.0
25688,766.0
25689,143.0
25690,336.0
25691,577.0
25692,186.0
25693,286.0
25694,41.0
25695,802.0
25696,600.0
25697,763.0
25698,119.0
25699,715.0
25700,641.0
25701,331.0
25702,44.0
25703,883.0
25704,277.0
25705,460.0
25706,432.0
25707,70.0
25708,972.0
25709,546.0
25710,998.0
25711,73.0
25712,851.0
25713,489.0
25714,166.0
25715,60.0
25716,846.0
25717,480.0
25718,774.0
25719,3.0
25720,937.0
25721,520.0
25722,0.0
25723,661.0
25724,834.0
25725,417.0
25726,869.0
25727,497.0
25728,828.0
25729,157.0
25730,697.0
25731,233.0
25732,536.0
25733,754.0
25734,589.0
25735,19.0
25736,624.0
25737,181.0
25738,166.0
25739,730.0
25740,79.0
25741,696.0
25742,815.0
25743,501.0
25744,163.0
25745,94.0
25746,257.0
25747,557.0
25748,989.0
25749,612.0
25750,341.0
25751,860.0
25752,340.0
25753,807.0
25754,439.0
25755,467.0
25756,50.0
25757,838.0
25758,497.0
25759,330.0
25760,339.0
25761,784.0
25762,757.0
25763,888.0
25764,860.0
25765,738.0
25766,258.0
25767,104.0
25768,493.0
25769,942.0
25770,133.0
25771,709.0
25772,299.0
25773,84.0
25774,70.0
25775,471.0
25776,73.0
25777,709.0
25778,822.0
25779,576.0
25780,216.0
25781,909.0
25782,735.0
25783,26.0
25784,485.0
25785,204.0
25786,612.0
25787,571.0
25788,529.0
25789,761.0
25790,180.0
25791,503.0
25792,3.0
25793,551.0
25794,659.0
25795,748.0
25796,710.0
25797,475.0
25798,965.0
25799,846.0
25800,605.0
25801,808.0
25802,660.0
25803,845.0
25804,314.0
25805,969.0
25806,775.0
25807,268.0
25808,319.0
25809,744.0
25810,684.0
25811,554.0
25812,571.0
25813,827.0
25814,223.0
25815,941.0
25816,22.0
25817,760.0
25818,191.0
25819,120.0
25820,231.0
25821,720.0
25822,90.0
25823,891.0
25824,179.0
25825,572.0
25826,201.0
25827,836.0
25828,185.0
25829,208.0
25830,485.0
25831,458.0
25832,763.0
25833,314.0
25834,493.0
25835,973.0
25836,533.0
25837,896.0
25838,91.0
25839,17.0
25840,175.0
25841,375.0
25842,799.0
25843,108.0
25844,950.0
25845,473.0
25846,63.0
25847,500.0
25848,750.0
25849,37.0
25850,201.0
25851,157.0
25852,24.0
25853,901.0
25854,422.0
25855,878.0
25856,574.0
25857,790.0
25858,184.0
25859,86.0
25860,263.0
25861,832.0
25862,591.0
25863,594.0
25864,166.0
25865,310.0
25866,642.0
25867,84.0
25868,73.0
25869,614.0
25870,139.0
25871,293.0
25872,884.0
25873,499.0
25874,36.0
25875,70.0
25876,830.0
25877,250.0
25878,675.0
25879,697.0
25880,117.0
25881,218.0
25882,318.0
25883,577.0
25884,717.0
25885,248.0
25886,884.0
25887,655.0
25888,238.0
25889,902.0
25890,488.0
25891,850.0
25892,92.0
25893,130.0
25894,699.0
25895,926.0
25896,38.0
25897,604.0
25898,751.0
25899,360.0
25900,269.0
25901,688.0
25902,963.0
25903,732.0
25904,427.0
25905,142.0
25906,792.0
25907,430.0
25908,210.0
25909,509.0
25910,406.0
25911,91.0
25912,374.0
25913,33.0
25914,730.0
25915,634.0
25916,349.0
25917,310.0
25918,893.0
25919,637.0
25920,992.0
25921,344.0
25922,154.0
25923,589.0
25924,173.0
25925,682.0
25926,793.0
25927,101.0
25928,618.0
25929,591.0
25930,504.0
25931,692.0
25932,969.0
25933,107.0
25934,160.0
25935,569.0
25936,619.0
25937,410.0
25938,432.0
25939,392.0
25940,966.0
25941,42.0
25942,901.0
25943,849.0
25944,962.0
25945,675.0
25946,275.0
25947,330.0
25948,734.0
25949,980.0
25950,289.0
25951,500.0
25952,579.0
25953,631.0
25954,188.0
25955,768.0
25956,261.0
25957,966.0
25958,604.0
25959,600.0
25960,506.0
25961,433.0
25962,839.0
25963,543.0
25964,713.0
25965,52.0
25966,185.0
25967,313.0
25968,769.0
25969,869.0
25970,589.0
25971,171.0
25972,835.0
25973,742.0
25974,900.0
25975,260.0
25976,72.0
25977,929.0
25978,978.0
25979,910.0
25980,43.0
25981,963.0
25982,999.0
25983,134.0
25984,540.0
25985,451.0
25986,489.0
25987,325.0
25988,519.0
25989,279.0
25990,159.0
25991,246.0
25992,29.0
25993,615.0
25994,379.0
25995,764.0
25996,991.0
25997,786.0
25998,493.0
25999,265.0
26000,584.0
26001,389.0
26002,582.0
